No,ID Ciri Kode Sendiri,ID Ciri OpenCV,ID File,Target,Hasil Kode Sendiri,Hasil OpenCV,Akurasi Kode Sendiri,Akurasi OpenCV
1,"[12643, 12644]","[12645, 12646]",1,"{'WT': 2, 'B': 1, 'N': 1}","{'WS': 2, 'B': 1}",{'WO': 2},"{'WS': 100.0, 'B': 100.0, 'N': 0}","{'WO': 100.0, 'B': 0, 'N': 0}"
2,"[12647, 12648, 12649]","[12650, 12651, 12652]",2,"{'WT': 3, 'S': 3}",{'WS': 3},"{'WO': 3, 'S': 1}",{'WS': 100.0},"{'WO': 100.0, 'S': 33.33333333333333}"
3,"[12653, 12654]","[12655, 12656]",3,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 2}","{'WO': 2, 'S': 1}","{'WS': 100.0, 'S': 100.0}","{'WO': 100.0, 'S': 50.0}"
4,"[12657, 12658]","[12659, 12660]",4,"{'WT': 2, 'N': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
5,"[12661, 12662]","[12663, 12664]",5,"{'WT': 2, 'T': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'T': 0}","{'WO': 100.0, 'T': 0}"
6,"[12665, 12666]","[12667, 12668]",6,"{'WT': 2, 'K': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'K': 0}","{'WO': 100.0, 'K': 0}"
7,"[12669, 12670, 12671, 12672]","[12673, 12674, 12675, 12676]",7,"{'WT': 4, 'M': 4}",{'WS': 4},{'WO': 4},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
8,"[12677, 12678]","[12679, 12680]",9,"{'WT': 2, 'M': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'M': 0}","{'WO': 100.0, 'M': 0}"
9,"[12681, 12682, 12683]","[12684, 12685, 12686]",10,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 3}",{'WO': 3},"{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 0}"
10,"[12687, 12688, 12689]","[12690, 12691, 12692]",11,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 3}","{'WO': 3, 'B': 2}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 66.66666666666666}"
11,"[12693, 12694, 12695, 12696]","[12697, 12698, 12699, 12700]",12,"{'WT': 4, 'N': 4}",{'WS': 4},{'WO': 4},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
12,"[12701, 12702, 12703, 12704, 12705, 12706, 12707]","[12708, 12709, 12710, 12711, 12712, 12713, 12714]",13,"{'WT': 7, 'N': 7}",{'WS': 7},{'WO': 7},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
13,"[12715, 12716, 12717, 12718, 12719, 12720]","[12721, 12722, 12723, 12724, 12725, 12726]",14,"{'WT': 6, 'N': 6}",{'WS': 6},{'WO': 6},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
14,"[12727, 12728, 12729, 12730]","[12731, 12732, 12733, 12734]",15,"{'WT': 4, 'N': 4}",{'WS': 4},{'WO': 4},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
15,"[12735, 12736, 12737, 12738, 12739, 12740]","[12741, 12742, 12743, 12744, 12745, 12746]",16,"{'WT': 7, 'N': 7}",{'WS': 6},{'WO': 6},"{'WS': 85.71428571428571, 'N': 0}","{'WO': 85.71428571428571, 'N': 0}"
16,"[12747, 12748, 12749, 12750, 12751]","[12752, 12753, 12754, 12755, 12756]",17,"{'WT': 5, 'N': 5}",{'WS': 5},{'WO': 5},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
17,"[12757, 12758, 12759, 12760, 12761, 12762]","[12763, 12764, 12765, 12766, 12767, 12768]",18,"{'WT': 6, 'N': 6}",{'WS': 6},{'WO': 6},"{'WS': 100.0, 'N': 0}","{'WO': 100.0, 'N': 0}"
18,"[12769, 12770, 12771, 12772]","[12773, 12774, 12775, 12776]",19,"{'WT': 4, 'B': 1, 'K': 1, 'T': 2}","{'WS': 4, 'B': 2, 'T': 1}","{'WO': 4, 'B': 2}","{'WS': 100.0, 'B': 100, 'T': 50.0, 'K': 0}","{'WO': 100.0, 'B': 100, 'K': 0, 'T': 0}"
19,"[12777, 12778]","[12779, 12780]",20,"{'WT': 2, 'T': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'T': 0}","{'WO': 100.0, 'T': 0}"
20,"[12781, 12782]","[12783, 12784]",21,"{'WT': 2, 'T': 2}",{'WS': 2},{'WO': 2},"{'WS': 100.0, 'T': 0}","{'WO': 100.0, 'T': 0}"
21,"[12785, 12786, 12787]","[12788, 12789, 12790]",22,"{'WT': 3, 'K': 1, 'N': 2}",{'WS': 3},{'WO': 3},"{'WS': 100.0, 'K': 0, 'N': 0}","{'WO': 100.0, 'K': 0, 'N': 0}"
