No,ID Ciri Kode Sendiri,ID Ciri OpenCV,ID File,Target,Hasil Kode Sendiri,Hasil OpenCV,Akurasi Kode Sendiri,Akurasi OpenCV
1,"[19969, 19970]","[19971, 19972]",1,"{'WT': 2, 'B': 1, 'N': 1}","{'WS': 2, 'B': 0, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'B': 0.0, 'N': 0.0}","{'WO': 100.0, 'B': 0, 'N': 0}"
2,"[19973, 19974, 19975]","[19976, 19977, 19978]",2,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
3,"[19979, 19980]","[19981, 19982]",3,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
4,"[19983, 19984]","[19985, 19986]",4,"{'WT': 2, 'N': 2}","{'WS': 2, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
5,"[19987, 19988]","[19989, 19990]",5,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
6,"[19991, 19992]","[19993, 19994]",6,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 2}","{'WO': 2, 'K': 2}","{'WS': 100.0, 'K': 100.0}","{'WO': 100.0, 'K': 100.0}"
7,"[19995, 19996, 19997, 19998]","[19999, 20000, 20001, 20002]",7,"{'WT': 4, 'M': 4}","{'WS': 4, 'M': 0}",{'WO': 4},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
8,"[20003, 20004]","[20005, 20006]",9,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
9,"[20007, 20008, 20009]","[20010, 20011, 20012]",10,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 0}",{'WO': 3},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
10,"[20013, 20014, 20015]","[20016, 20017, 20018]",11,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 0}",{'WO': 3},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
11,"[20019, 20020, 20021, 20022]","[20023, 20024, 20025, 20026]",12,"{'WT': 4, 'N': 4}","{'WS': 4, 'N': 0}",{'WO': 4},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
12,"[20027, 20028, 20029, 20030, 20031, 20032, 20033]","[20034, 20035, 20036, 20037, 20038, 20039, 20040]",13,"{'WT': 7, 'N': 7}","{'WS': 7, 'N': 0}",{'WO': 7},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
