No,ID Ciri Kode Sendiri,ID Ciri OpenCV,ID File,Target,Hasil Kode Sendiri,Hasil OpenCV,Akurasi Kode Sendiri,Akurasi OpenCV
1,"[19345, 19346]","[19347, 19348]",1,"{'WT': 2, 'B': 1, 'N': 1}","{'WS': 2, 'B': 0, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'B': 0.0, 'N': 0.0}","{'WO': 100.0, 'B': 0, 'N': 0}"
2,"[19349, 19350, 19351]","[19352, 19353, 19354]",2,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
3,"[19355, 19356]","[19357, 19358]",3,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
4,"[19359, 19360]","[19361, 19362]",4,"{'WT': 2, 'N': 2}","{'WS': 2, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
5,"[19363, 19364]","[19365, 19366]",5,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 2}","{'WO': 2, 'T': 2}","{'WS': 100.0, 'T': 100.0}","{'WO': 100.0, 'T': 100.0}"
6,"[19367, 19368]","[19369, 19370]",6,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
7,"[19371, 19372, 19373, 19374]","[19375, 19376, 19377, 19378]",7,"{'WT': 4, 'M': 4}","{'WS': 4, 'M': 0}",{'WO': 4},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
8,"[19379, 19380]","[19381, 19382]",9,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
9,"[19383, 19384, 19385]","[19386, 19387, 19388]",10,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 0}",{'WO': 3},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
10,"[19389, 19390, 19391]","[19392, 19393, 19394]",11,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 0}",{'WO': 3},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
11,"[19395, 19396, 19397, 19398]","[19399, 19400, 19401, 19402]",12,"{'WT': 4, 'N': 4}","{'WS': 4, 'N': 0}",{'WO': 4},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
12,"[19403, 19404, 19405, 19406, 19407, 19408, 19409]","[19410, 19411, 19412, 19413, 19414, 19415, 19416]",13,"{'WT': 7, 'N': 7}","{'WS': 7, 'N': 0}",{'WO': 7},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
13,"[19417, 19418, 19419, 19420, 19421, 19422]","[19423, 19424, 19425, 19426, 19427, 19428]",14,"{'WT': 6, 'N': 6}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
14,"[19429, 19430, 19431, 19432]","[19433, 19434, 19435, 19436]",15,"{'WT': 4, 'N': 4}","{'WS': 4, 'N': 1}","{'WO': 4, 'N': 1}","{'WS': 100.0, 'N': 25.0}","{'WO': 100.0, 'N': 25.0}"
15,"[19437, 19438, 19439, 19440, 19441, 19442]","[19443, 19444, 19445, 19446, 19447, 19448]",16,"{'WT': 7, 'N': 7}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 85.71428571428571, 'N': 0.0}","{'WO': 85.71428571428571, 'N': 0}"
16,"[19449, 19450, 19451, 19452, 19453]","[19454, 19455, 19456, 19457, 19458]",17,"{'WT': 5, 'N': 5}","{'WS': 5, 'N': 0}",{'WO': 5},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
17,"[19459, 19460, 19461, 19462, 19463, 19464]","[19465, 19466, 19467, 19468, 19469, 19470]",18,"{'WT': 6, 'N': 6}","{'WS': 6, 'N': 1}","{'WO': 6, 'N': 1}","{'WS': 100.0, 'N': 16.666666666666664}","{'WO': 100.0, 'N': 16.666666666666664}"
18,"[19471, 19472, 19473, 19474]","[19475, 19476, 19477, 19478]",19,"{'WT': 4, 'B': 1, 'K': 1, 'T': 2}","{'WS': 4, 'B': 0, 'K': 0, 'T': 4}","{'WO': 4, 'T': 4}","{'WS': 100.0, 'B': 0.0, 'K': 0.0, 'T': 100}","{'WO': 100.0, 'T': 100, 'B': 0, 'K': 0}"
19,"[19479, 19480]","[19481, 19482]",20,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 2}","{'WO': 2, 'T': 2}","{'WS': 100.0, 'T': 100.0}","{'WO': 100.0, 'T': 100.0}"
20,"[19483, 19484]","[19485, 19486]",21,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 2}","{'WO': 2, 'T': 2}","{'WS': 100.0, 'T': 100.0}","{'WO': 100.0, 'T': 100.0}"
21,"[19487, 19488, 19489]","[19490, 19491, 19492]",22,"{'WT': 3, 'K': 1, 'N': 2}","{'WS': 3, 'K': 0, 'N': 0}",{'WO': 3},"{'WS': 100.0, 'K': 0.0, 'N': 0.0}","{'WO': 100.0, 'K': 0, 'N': 0}"
22,"[19493, 19494, 19495]","[19496, 19497, 19498]",23,"{'WT': 3, 'K': 2, 'T': 1}","{'WS': 3, 'K': 0, 'T': 3}","{'WO': 3, 'T': 3}","{'WS': 100.0, 'K': 0.0, 'T': 100}","{'WO': 100.0, 'T': 100, 'K': 0}"
23,"[19499, 19500, 19501]","[19502, 19503, 19504]",24,"{'WT': 3, 'T': 3}","{'WS': 3, 'T': 3}","{'WO': 3, 'T': 3}","{'WS': 100.0, 'T': 100.0}","{'WO': 100.0, 'T': 100.0}"
24,"[19505, 19506, 19507]","[19508, 19509, 19510]",25,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
25,"[19511, 19512]","[19513, 19514]",26,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
26,"[19515, 19516]","[19517, 19518]",27,"{'WT': 4, 'K': 4}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 50.0, 'K': 0.0}","{'WO': 50.0, 'K': 0}"
27,"[19519, 19520, 19521, 19522]","[19523, 19524, 19525, 19526]",28,"{'WT': 4, 'K': 4}","{'WS': 4, 'K': 0}",{'WO': 4},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
28,"[19527, 19528, 19529]","[19530, 19531, 19532]",29,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
29,"[19533, 19534, 19535]","[19536, 19537, 19538]",30,"{'WT': 3, 'T': 3}","{'WS': 3, 'T': 3}","{'WO': 3, 'T': 3}","{'WS': 100.0, 'T': 100.0}","{'WO': 100.0, 'T': 100.0}"
30,"[19539, 19540, 19541, 19542]","[19543, 19544, 19545, 19546]",32,"{'WT': 4, 'K': 4}","{'WS': 4, 'K': 0}",{'WO': 4},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
31,"[19547, 19548, 19549]","[19550, 19551, 19552]",33,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
32,"[19553, 19554]","[19555, 19556]",34,"{'WT': 4, 'K': 4}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 50.0, 'K': 0.0}","{'WO': 50.0, 'K': 0}"
33,"[19557, 19558]","[19559, 19560]",35,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
34,"[19561, 19562]","[19563, 19564]",36,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
35,"[19565, 19566]","[19567, 19568]",37,"{'WT': 4, 'K': 4}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 50.0, 'K': 0.0}","{'WO': 50.0, 'K': 0}"
36,"[19569, 19570, 19571]","[19572, 19573, 19574]",38,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
37,"[19575, 19576, 19577]","[19578, 19579, 19580]",39,"{'WT': 2, 'M': 2}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100, 'M': 0.0}","{'WO': 100, 'M': 0}"
38,"[19581, 19582]","[19583, 19584]",40,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
39,"[19585, 19586]","[19587, 19588]",41,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
40,"[19589, 19590]","[19591, 19592]",42,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
41,"[19593, 19594, 19595]","[19596, 19597, 19598]",43,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
42,"[19599, 19600]","[19601, 19602]",44,"{'WT': 3, 'M': 3}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'M': 0.0}","{'WO': 66.66666666666666, 'M': 0}"
43,"[19603, 19604]","[19605, 19606]",45,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
44,"[19607, 19608]","[19609, 19610]",46,"{'WT': 3, 'M': 3}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'M': 0.0}","{'WO': 66.66666666666666, 'M': 0}"
45,"[19611, 19612]","[19613, 19614]",47,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
46,"[19615, 19616, 19617, 19618, 19619]","[19620, 19621, 19622, 19623, 19624]",48,"{'WT': 5, 'M': 5}","{'WS': 5, 'M': 0}",{'WO': 5},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
47,"[19625, 19626, 19627, 19628, 19629, 19630, 19631]","[19632, 19633, 19634, 19635, 19636, 19637, 19638]",49,"{'WT': 7, 'B': 7}","{'WS': 7, 'B': 0}",{'WO': 7},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
48,"[19639, 19640, 19641, 19642, 19643]","[19644, 19645, 19646, 19647, 19648]",50,"{'WT': 5, 'B': 1, 'M': 4}","{'WS': 5, 'B': 0, 'M': 0}",{'WO': 5},"{'WS': 100.0, 'B': 0.0, 'M': 0.0}","{'WO': 100.0, 'B': 0, 'M': 0}"
49,"[19649, 19650, 19651, 19652, 19653]","[19654, 19655, 19656, 19657, 19658]",51,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 0}",{'WO': 5},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
50,"[19659, 19660, 19661, 19662, 19663]","[19664, 19665, 19666, 19667, 19668]",52,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 0}",{'WO': 5},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
51,"[19669, 19670, 19671, 19672]","[19673, 19674, 19675, 19676]",53,"{'WT': 4, 'S': 4}","{'WS': 4, 'S': 0}",{'WO': 4},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
52,"[19677, 19678]","[19679, 19680]",54,"{'WT': 3, 'S': 3}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'S': 0.0}","{'WO': 66.66666666666666, 'S': 0}"
53,"[19681, 19682, 19683]","[19684, 19685, 19686]",55,"{'WT': 4, 'S': 4}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 75.0, 'S': 0.0}","{'WO': 75.0, 'S': 0}"
54,"[19687, 19688, 19689]","[19690, 19691, 19692]",59,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
55,"[19693, 19694, 19695]","[19696, 19697, 19698]",62,"{'WT': 3, 'J': 3}","{'WS': 3, 'J': 0}",{'WO': 3},"{'WS': 100.0, 'J': 0.0}","{'WO': 100.0, 'J': 0}"
56,"[19699, 19700]","[19701, 19702]",63,"{'WT': 3, 'J': 3}","{'WS': 2, 'J': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'J': 0.0}","{'WO': 66.66666666666666, 'J': 0}"
57,"[19703, 19704, 19705]","[19706, 19707, 19708]",66,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
