No,ID Ciri Kode Sendiri,ID Ciri OpenCV,ID File,Target,Hasil Kode Sendiri,Hasil OpenCV,Akurasi Kode Sendiri,Akurasi OpenCV
1,"[18097, 18098]","[18099, 18100]",1,"{'WT': 2, 'B': 1, 'N': 1}","{'WS': 2, 'B': 2, 'N': 0}","{'WO': 2, 'B': 2}","{'WS': 100.0, 'B': 100, 'N': 0.0}","{'WO': 100.0, 'B': 100, 'N': 0}"
2,"[18101, 18102, 18103]","[18104, 18105, 18106]",2,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
3,"[18107, 18108]","[18109, 18110]",3,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
4,"[18111, 18112]","[18113, 18114]",4,"{'WT': 2, 'N': 2}","{'WS': 2, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
5,"[18115, 18116]","[18117, 18118]",5,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
6,"[18119, 18120]","[18121, 18122]",6,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
7,"[18123, 18124, 18125, 18126]","[18127, 18128, 18129, 18130]",7,"{'WT': 4, 'M': 4}","{'WS': 4, 'M': 0}",{'WO': 4},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
8,"[18131, 18132]","[18133, 18134]",9,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
9,"[18135, 18136, 18137]","[18138, 18139, 18140]",10,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 3}","{'WO': 3, 'B': 3}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
10,"[18141, 18142, 18143]","[18144, 18145, 18146]",11,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 3}","{'WO': 3, 'B': 3}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
11,"[18147, 18148, 18149, 18150]","[18151, 18152, 18153, 18154]",12,"{'WT': 4, 'N': 4}","{'WS': 4, 'N': 0}",{'WO': 4},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
12,"[18155, 18156, 18157, 18158, 18159, 18160, 18161]","[18162, 18163, 18164, 18165, 18166, 18167, 18168]",13,"{'WT': 7, 'N': 7}","{'WS': 7, 'N': 0}",{'WO': 7},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
13,"[18169, 18170, 18171, 18172, 18173, 18174]","[18175, 18176, 18177, 18178, 18179, 18180]",14,"{'WT': 6, 'N': 6}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
14,"[18181, 18182, 18183, 18184]","[18185, 18186, 18187, 18188]",15,"{'WT': 4, 'N': 4}","{'WS': 4, 'N': 0}",{'WO': 4},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
15,"[18189, 18190, 18191, 18192, 18193, 18194]","[18195, 18196, 18197, 18198, 18199, 18200]",16,"{'WT': 7, 'N': 7}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 85.71428571428571, 'N': 0.0}","{'WO': 85.71428571428571, 'N': 0}"
16,"[18201, 18202, 18203, 18204, 18205]","[18206, 18207, 18208, 18209, 18210]",17,"{'WT': 5, 'N': 5}","{'WS': 5, 'N': 0}",{'WO': 5},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
17,"[18211, 18212, 18213, 18214, 18215, 18216]","[18217, 18218, 18219, 18220, 18221, 18222]",18,"{'WT': 6, 'N': 6}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
18,"[18223, 18224, 18225, 18226]","[18227, 18228, 18229, 18230]",19,"{'WT': 4, 'B': 1, 'K': 1, 'T': 2}","{'WS': 4, 'B': 4, 'K': 0, 'T': 0}","{'WO': 4, 'B': 4}","{'WS': 100.0, 'B': 100, 'K': 0.0, 'T': 0.0}","{'WO': 100.0, 'B': 100, 'K': 0, 'T': 0}"
19,"[18231, 18232]","[18233, 18234]",20,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
20,"[18235, 18236]","[18237, 18238]",21,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
21,"[18239, 18240, 18241]","[18242, 18243, 18244]",22,"{'WT': 3, 'K': 1, 'N': 2}","{'WS': 3, 'K': 0, 'N': 0}",{'WO': 3},"{'WS': 100.0, 'K': 0.0, 'N': 0.0}","{'WO': 100.0, 'K': 0, 'N': 0}"
22,"[18245, 18246, 18247]","[18248, 18249, 18250]",23,"{'WT': 3, 'K': 2, 'T': 1}","{'WS': 3, 'K': 0, 'T': 0}",{'WO': 3},"{'WS': 100.0, 'K': 0.0, 'T': 0.0}","{'WO': 100.0, 'K': 0, 'T': 0}"
23,"[18251, 18252, 18253]","[18254, 18255, 18256]",24,"{'WT': 3, 'T': 3}","{'WS': 3, 'T': 0}",{'WO': 3},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
24,"[18257, 18258, 18259]","[18260, 18261, 18262]",25,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
25,"[18263, 18264]","[18265, 18266]",26,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
26,"[18267, 18268]","[18269, 18270]",27,"{'WT': 4, 'K': 4}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 50.0, 'K': 0.0}","{'WO': 50.0, 'K': 0}"
27,"[18271, 18272, 18273, 18274]","[18275, 18276, 18277, 18278]",28,"{'WT': 4, 'K': 4}","{'WS': 4, 'K': 0}",{'WO': 4},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
28,"[18279, 18280, 18281]","[18282, 18283, 18284]",29,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
29,"[18285, 18286, 18287]","[18288, 18289, 18290]",30,"{'WT': 3, 'T': 3}","{'WS': 3, 'T': 0}",{'WO': 3},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
30,"[18291, 18292, 18293, 18294]","[18295, 18296, 18297, 18298]",32,"{'WT': 4, 'K': 4}","{'WS': 4, 'K': 0}",{'WO': 4},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
31,"[18299, 18300, 18301]","[18302, 18303, 18304]",33,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
32,"[18305, 18306]","[18307, 18308]",34,"{'WT': 4, 'K': 4}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 50.0, 'K': 0.0}","{'WO': 50.0, 'K': 0}"
33,"[18309, 18310]","[18311, 18312]",35,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
34,"[18313, 18314]","[18315, 18316]",36,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
35,"[18317, 18318]","[18319, 18320]",37,"{'WT': 4, 'K': 4}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 50.0, 'K': 0.0}","{'WO': 50.0, 'K': 0}"
36,"[18321, 18322, 18323]","[18324, 18325, 18326]",38,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
37,"[18327, 18328, 18329]","[18330, 18331, 18332]",39,"{'WT': 2, 'M': 2}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100, 'M': 0.0}","{'WO': 100, 'M': 0}"
38,"[18333, 18334]","[18335, 18336]",40,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
39,"[18337, 18338]","[18339, 18340]",41,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
40,"[18341, 18342]","[18343, 18344]",42,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
41,"[18345, 18346, 18347]","[18348, 18349, 18350]",43,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
42,"[18351, 18352]","[18353, 18354]",44,"{'WT': 3, 'M': 3}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'M': 0.0}","{'WO': 66.66666666666666, 'M': 0}"
43,"[18355, 18356]","[18357, 18358]",45,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
44,"[18359, 18360]","[18361, 18362]",46,"{'WT': 3, 'M': 3}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'M': 0.0}","{'WO': 66.66666666666666, 'M': 0}"
45,"[18363, 18364]","[18365, 18366]",47,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
46,"[18367, 18368, 18369, 18370, 18371]","[18372, 18373, 18374, 18375, 18376]",48,"{'WT': 5, 'M': 5}","{'WS': 5, 'M': 0}",{'WO': 5},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
47,"[18377, 18378, 18379, 18380, 18381, 18382, 18383]","[18384, 18385, 18386, 18387, 18388, 18389, 18390]",49,"{'WT': 7, 'B': 7}","{'WS': 7, 'B': 7}","{'WO': 7, 'B': 7}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
48,"[18391, 18392, 18393, 18394, 18395]","[18396, 18397, 18398, 18399, 18400]",50,"{'WT': 5, 'B': 1, 'M': 4}","{'WS': 5, 'B': 5, 'M': 0}","{'WO': 5, 'B': 5}","{'WS': 100.0, 'B': 100, 'M': 0.0}","{'WO': 100.0, 'B': 100, 'M': 0}"
49,"[18401, 18402, 18403, 18404, 18405]","[18406, 18407, 18408, 18409, 18410]",51,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 5}","{'WO': 5, 'B': 5}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
50,"[18411, 18412, 18413, 18414, 18415]","[18416, 18417, 18418, 18419, 18420]",52,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 5}","{'WO': 5, 'B': 5}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
51,"[18421, 18422, 18423, 18424]","[18425, 18426, 18427, 18428]",53,"{'WT': 4, 'S': 4}","{'WS': 4, 'S': 0}",{'WO': 4},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
52,"[18429, 18430]","[18431, 18432]",54,"{'WT': 3, 'S': 3}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'S': 0.0}","{'WO': 66.66666666666666, 'S': 0}"
53,"[18433, 18434, 18435]","[18436, 18437, 18438]",55,"{'WT': 4, 'S': 4}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 75.0, 'S': 0.0}","{'WO': 75.0, 'S': 0}"
54,"[18439, 18440, 18441]","[18442, 18443, 18444]",59,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
55,"[18445, 18446, 18447]","[18448, 18449, 18450]",62,"{'WT': 3, 'J': 3}","{'WS': 3, 'J': 0}",{'WO': 3},"{'WS': 100.0, 'J': 0.0}","{'WO': 100.0, 'J': 0}"
56,"[18451, 18452]","[18453, 18454]",63,"{'WT': 3, 'J': 3}","{'WS': 2, 'J': 0}",{'WO': 2},"{'WS': 66.66666666666666, 'J': 0.0}","{'WO': 66.66666666666666, 'J': 0}"
57,"[18455, 18456, 18457]","[18458, 18459, 18460]",66,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
58,"[18461, 18462, 18463]","[18464, 18465, 18466]",67,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
59,"[18467, 18468, 18469]","[18470, 18471, 18472]",68,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
60,"[18473, 18474, 18475, 18476, 18477]","[18478, 18479, 18480, 18481, 18482]",69,"{'WT': 5, 'N': 5}","{'WS': 5, 'N': 0}",{'WO': 5},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
61,"[18483, 18484, 18485]","[18486, 18487, 18488]",70,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 3}","{'WO': 3, 'B': 3}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
62,"[18489, 18490, 18491, 18492]","[18493, 18494, 18495, 18496]",71,"{'WT': 4, 'B': 4}","{'WS': 4, 'B': 4}","{'WO': 4, 'B': 4}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
63,"[18497, 18498, 18499, 18500, 18501]","[18502, 18503, 18504, 18505, 18506]",72,"{'WT': 5, 'B': 5}","{'WS': 5, 'B': 5}","{'WO': 5, 'B': 5}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
64,"[18507, 18508, 18509, 18510, 18511]","[18512, 18513, 18514, 18515, 18516]",73,"{'WT': 5, 'S': 5}","{'WS': 5, 'S': 0}",{'WO': 5},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
65,"[18517, 18518, 18519]","[18520, 18521, 18522]",74,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
66,"[18523, 18524, 18525]","[18526, 18527, 18528]",75,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
67,"[18529, 18530, 18531]","[18532, 18533, 18534]",76,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
68,"[18535, 18536, 18537]","[18538, 18539, 18540]",79,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
69,"[18541, 18542, 18543]","[18544, 18545, 18546]",80,"{'WT': 3, 'M': 3}","{'WS': 3, 'M': 0}",{'WO': 3},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
70,"[18547, 18548]","[18549, 18550]",81,"{'WT': 2, 'N': 2}","{'WS': 2, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
71,"[18551, 18552]","[18553, 18554]",82,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
72,"[18555, 18556, 18557, 18558]","[18559, 18560, 18561, 18562]",83,"{'WT': 4, 'K': 4}","{'WS': 4, 'K': 0}",{'WO': 4},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
73,"[18563, 18564]","[18565, 18566]",85,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
74,"[18567, 18568]","[18569, 18570]",86,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
75,"[18571, 18572]","[18573, 18574]",87,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
76,"[18575, 18576]","[18577, 18578]",88,"{'WT': 2, 'J': 2}","{'WS': 2, 'J': 0}",{'WO': 2},"{'WS': 100.0, 'J': 0.0}","{'WO': 100.0, 'J': 0}"
77,"[18579, 18580]","[18581, 18582]",89,"{'WT': 2, 'J': 2}","{'WS': 2, 'J': 0}",{'WO': 2},"{'WS': 100.0, 'J': 0.0}","{'WO': 100.0, 'J': 0}"
78,"[18583, 18584]","[18585, 18586]",90,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
79,"[18587, 18588]","[18589, 18590]",91,"{'WT': 2, 'S': 1, 'M': 1}","{'WS': 2, 'S': 0, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0, 'M': 0.0}","{'WO': 100.0, 'S': 0, 'M': 0}"
80,"[18591, 18592, 18593]","[18594, 18595, 18596]",92,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 0}",{'WO': 3},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
81,"[18597, 18598]","[18599, 18600]",93,"{'WT': 2, 'J': 2}","{'WS': 2, 'J': 0}",{'WO': 2},"{'WS': 100.0, 'J': 0.0}","{'WO': 100.0, 'J': 0}"
82,"[18601, 18602]","[18603, 18604]",94,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
83,"[18605, 18606]","[18607, 18608]",95,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
84,"[18609, 18610]","[18611, 18612]",96,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 0}",{'WO': 2},"{'WS': 100.0, 'S': 0.0}","{'WO': 100.0, 'S': 0}"
85,"[18613, 18614]","[18615, 18616]",98,"{'WT': 2, 'J': 2}","{'WS': 2, 'J': 0}",{'WO': 2},"{'WS': 100.0, 'J': 0.0}","{'WO': 100.0, 'J': 0}"
86,"[18617, 18618, 18619]","[18620, 18621, 18622]",99,"{'WT': 3, 'J': 3}","{'WS': 3, 'J': 0}",{'WO': 3},"{'WS': 100.0, 'J': 0.0}","{'WO': 100.0, 'J': 0}"
87,"[18623, 18624, 18625, 18626, 18627, 18628]","[18629, 18630, 18631, 18632, 18633, 18634]",100,"{'WT': 6, 'B': 6}","{'WS': 6, 'B': 6}","{'WO': 6, 'B': 6}","{'WS': 100.0, 'B': 100.0}","{'WO': 100.0, 'B': 100.0}"
