No,ID Ciri Kode Sendiri,ID Ciri OpenCV,ID File,Target,Hasil Kode Sendiri,Hasil OpenCV,Akurasi Kode Sendiri,Akurasi OpenCV
1,"[17473, 17474]","[17475, 17476]",1,"{'WT': 2, 'B': 1, 'N': 1}","{'WS': 2, 'B': 0, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'B': 0.0, 'N': 0.0}","{'WO': 100.0, 'B': 0, 'N': 0}"
2,"[17477, 17478, 17479]","[17480, 17481, 17482]",2,"{'WT': 3, 'S': 3}","{'WS': 3, 'S': 3}","{'WO': 3, 'S': 3}","{'WS': 100.0, 'S': 100.0}","{'WO': 100.0, 'S': 100.0}"
3,"[17483, 17484]","[17485, 17486]",3,"{'WT': 2, 'S': 2}","{'WS': 2, 'S': 2}","{'WO': 2, 'S': 2}","{'WS': 100.0, 'S': 100.0}","{'WO': 100.0, 'S': 100.0}"
4,"[17487, 17488]","[17489, 17490]",4,"{'WT': 2, 'N': 2}","{'WS': 2, 'N': 0}",{'WO': 2},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
5,"[17491, 17492]","[17493, 17494]",5,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
6,"[17495, 17496]","[17497, 17498]",6,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
7,"[17499, 17500, 17501, 17502]","[17503, 17504, 17505, 17506]",7,"{'WT': 4, 'M': 4}","{'WS': 4, 'M': 0}",{'WO': 4},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
8,"[17507, 17508]","[17509, 17510]",9,"{'WT': 2, 'M': 2}","{'WS': 2, 'M': 0}",{'WO': 2},"{'WS': 100.0, 'M': 0.0}","{'WO': 100.0, 'M': 0}"
9,"[17511, 17512, 17513]","[17514, 17515, 17516]",10,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 0}",{'WO': 3},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
10,"[17517, 17518, 17519]","[17520, 17521, 17522]",11,"{'WT': 3, 'B': 3}","{'WS': 3, 'B': 0}",{'WO': 3},"{'WS': 100.0, 'B': 0.0}","{'WO': 100.0, 'B': 0}"
11,"[17523, 17524, 17525, 17526]","[17527, 17528, 17529, 17530]",12,"{'WT': 4, 'N': 4}","{'WS': 4, 'N': 0}",{'WO': 4},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
12,"[17531, 17532, 17533, 17534, 17535, 17536, 17537]","[17538, 17539, 17540, 17541, 17542, 17543, 17544]",13,"{'WT': 7, 'N': 7}","{'WS': 7, 'N': 0}",{'WO': 7},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
13,"[17545, 17546, 17547, 17548, 17549, 17550]","[17551, 17552, 17553, 17554, 17555, 17556]",14,"{'WT': 6, 'N': 6}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
14,"[17557, 17558, 17559, 17560]","[17561, 17562, 17563, 17564]",15,"{'WT': 4, 'N': 4}","{'WS': 4, 'N': 0}",{'WO': 4},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
15,"[17565, 17566, 17567, 17568, 17569, 17570]","[17571, 17572, 17573, 17574, 17575, 17576]",16,"{'WT': 7, 'N': 7}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 85.71428571428571, 'N': 0.0}","{'WO': 85.71428571428571, 'N': 0}"
16,"[17577, 17578, 17579, 17580, 17581]","[17582, 17583, 17584, 17585, 17586]",17,"{'WT': 5, 'N': 5}","{'WS': 5, 'N': 0}",{'WO': 5},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
17,"[17587, 17588, 17589, 17590, 17591, 17592]","[17593, 17594, 17595, 17596, 17597, 17598]",18,"{'WT': 6, 'N': 6}","{'WS': 6, 'N': 0}",{'WO': 6},"{'WS': 100.0, 'N': 0.0}","{'WO': 100.0, 'N': 0}"
18,"[17599, 17600, 17601, 17602]","[17603, 17604, 17605, 17606]",19,"{'WT': 4, 'B': 1, 'K': 1, 'T': 2}","{'WS': 4, 'B': 0, 'K': 0, 'T': 0}",{'WO': 4},"{'WS': 100.0, 'B': 0.0, 'K': 0.0, 'T': 0.0}","{'WO': 100.0, 'B': 0, 'K': 0, 'T': 0}"
19,"[17607, 17608]","[17609, 17610]",20,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
20,"[17611, 17612]","[17613, 17614]",21,"{'WT': 2, 'T': 2}","{'WS': 2, 'T': 0}",{'WO': 2},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
21,"[17615, 17616, 17617]","[17618, 17619, 17620]",22,"{'WT': 3, 'K': 1, 'N': 2}","{'WS': 3, 'K': 0, 'N': 0}",{'WO': 3},"{'WS': 100.0, 'K': 0.0, 'N': 0.0}","{'WO': 100.0, 'K': 0, 'N': 0}"
22,"[17621, 17622, 17623]","[17624, 17625, 17626]",23,"{'WT': 3, 'K': 2, 'T': 1}","{'WS': 3, 'K': 0, 'T': 0}",{'WO': 3},"{'WS': 100.0, 'K': 0.0, 'T': 0.0}","{'WO': 100.0, 'K': 0, 'T': 0}"
23,"[17627, 17628, 17629]","[17630, 17631, 17632]",24,"{'WT': 3, 'T': 3}","{'WS': 3, 'T': 0}",{'WO': 3},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
24,"[17633, 17634, 17635]","[17636, 17637, 17638]",25,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
25,"[17639, 17640]","[17641, 17642]",26,"{'WT': 2, 'K': 2}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
26,"[17643, 17644]","[17645, 17646]",27,"{'WT': 4, 'K': 4}","{'WS': 2, 'K': 0}",{'WO': 2},"{'WS': 50.0, 'K': 0.0}","{'WO': 50.0, 'K': 0}"
27,"[17647, 17648, 17649, 17650]","[17651, 17652, 17653, 17654]",28,"{'WT': 4, 'K': 4}","{'WS': 4, 'K': 0}",{'WO': 4},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
28,"[17655, 17656, 17657]","[17658, 17659, 17660]",29,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
29,"[17661, 17662, 17663]","[17664, 17665, 17666]",30,"{'WT': 3, 'T': 3}","{'WS': 3, 'T': 0}",{'WO': 3},"{'WS': 100.0, 'T': 0.0}","{'WO': 100.0, 'T': 0}"
30,"[17667, 17668, 17669, 17670]","[17671, 17672, 17673, 17674]",32,"{'WT': 4, 'K': 4}","{'WS': 4, 'K': 0}",{'WO': 4},"{'WS': 100.0, 'K': 0.0}","{'WO': 100.0, 'K': 0}"
31,"[17675, 17676, 17677]","[17678, 17679, 17680]",33,"{'WT': 4, 'K': 4}","{'WS': 3, 'K': 0}",{'WO': 3},"{'WS': 75.0, 'K': 0.0}","{'WO': 75.0, 'K': 0}"
